publication_DOI_from_CRIS_system;DataCite_request_API;author_names;number_of_author_names;total_length_author_names;found_dataset_DOI;match_percentage_authors
10.1177/02692163211019321;https://api.datacite.org/dois?query=Lieve+Van den Block+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.6084/m9.figshare.c.5535713.v1;0.16666666666666666
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.15468/dl.syeagq;0.16666666666666666
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.15468/dl.7bmwpb;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.15468/dl.gjk69w;0.16666666666666666
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.15468/dl.rpcmwa;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.15468/dl.4u8kny;0.16666666666666666
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t30;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t29;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t28;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t27;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t26;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t25;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t24;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t23;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t22;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t21;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t20;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t19;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t18;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t17;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t16;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t15;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t14;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t13;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t12;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Rose+Miranda+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.17182/hepdata.113658.v1/t11;0.25
10.1177/02692163211019321;https://api.datacite.org/dois?query=Kristof+Faes+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.25384/sage.c.5463579;1.0
10.1177/02692163211019321;https://api.datacite.org/dois?query=Kristof+Faes+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.25384/sage.c.5463579.v1;1.0
10.1177/02692163211019321;https://api.datacite.org/dois?query=Kristof+Faes+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.25384/sage.14769777;1.0
10.1177/02692163211019321;https://api.datacite.org/dois?query=Kristof+Faes+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.25384/sage.14769780;1.0
10.1177/02692163211019321;https://api.datacite.org/dois?query=Kristof+Faes+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.25384/sage.14769777.v1;1.0
10.1177/02692163211019321;https://api.datacite.org/dois?query=Kristof+Faes+publicationYear:2021;['Rose', 'Miranda', 'Tinne', 'Smets', 'Robrecht', 'De Schreye', 'Kristof', 'Faes', 'Joachim', 'Cohen', 'Lieve', 'Van den Block'];12;80;10.25384/sage.14769780.v1;1.0
